id_produto,nome_concorrente,preco_concorrente,data_coleta
prd_3dd1d39581ca,Mercado Livre,54.58,2026-01-11 12:11:07
prd_3dd1d39581ca,Amazon,56.17,2026-01-11 22:03:00
prd_3dd1d39581ca,Magalu,52.99,2026-01-11 15:08:42
prd_3dd1d39581ca,Shopee,58.29,2026-01-11 16:00:43
prd_815b38747487,Mercado Livre,89.09,2026-01-11 12:47:07
prd_815b38747487,Amazon,91.69,2026-01-11 18:36:56
prd_815b38747487,Magalu,91.69,2026-01-11 17:44:25
prd_d51f590876b9,Amazon,62.43,2026-01-11 18:47:34
prd_d51f590876b9,Magalu,60.67,2026-01-11 20:32:23
prd_b4a98acf1a5f,Mercado Livre,34.10,2026-01-11 18:32:41
prd_b4a98acf1a5f,Amazon,35.18,2026-01-11 12:36:29
prd_b4a98acf1a5f,Magalu,35.18,2026-01-11 19:41:00
prd_b4a98acf1a5f,Shopee,36.98,2026-01-11 14:39:54
prd_1f81bf3405b1,Mercado Livre,61.90,2026-01-11 21:20:29
prd_1f81bf3405b1,Amazon,63.76,2026-01-11 13:17:07
prd_1f81bf3405b1,Magalu,58.80,2026-01-11 16:47:27
prd_1f81bf3405b1,Shopee,60.66,2026-01-11 21:41:14
prd_9b4e39e312d9,Mercado Livre,1262.23,2026-01-11 14:06:44
prd_9b4e39e312d9,Magalu,1287.99,2026-01-11 09:58:39
prd_e772a9cda46d,Mercado Livre,36.90,2026-01-11 19:29:51
prd_e772a9cda46d,Amazon,36.16,2026-01-11 23:32:54
prd_e772a9cda46d,Magalu,36.90,2026-01-11 11:21:26
prd_e772a9cda46d,Shopee,40.59,2026-01-11 11:33:19
prd_6f0a4eefed22,Mercado Livre,43.99,2026-01-11 12:31:53
prd_6f0a4eefed22,Amazon,41.19,2026-01-11 00:51:43
prd_6f0a4eefed22,Magalu,37.99,2026-01-11 14:40:55
prd_6f0a4eefed22,Shopee,39.99,2026-01-11 15:31:32
prd_bf94f6ee7033,Mercado Livre,81.27,2026-01-11 09:12:45
prd_bf94f6ee7033,Amazon,78.90,2026-01-11 09:26:37
prd_bf94f6ee7033,Magalu,72.59,2026-01-11 23:43:49
prd_bf94f6ee7033,Shopee,78.90,2026-01-11 09:59:52
prd_c9b4024b7b9e,Mercado Livre,95.50,2026-01-11 11:15:20
prd_c9b4024b7b9e,Amazon,90.72,2026-01-11 21:39:28
prd_c9b4024b7b9e,Magalu,90.72,2026-01-11 09:08:15
prd_c9b4024b7b9e,Shopee,87.86,2026-01-11 14:21:56
prd_5ae195cb554b,Mercado Livre,57.33,2026-01-11 13:22:44
prd_5ae195cb554b,Shopee,53.82,2026-01-11 08:30:16
prd_032c166122f7,Mercado Livre,226.50,2026-01-11 13:36:17
prd_032c166122f7,Amazon,219.90,2026-01-11 09:06:35
prd_032c166122f7,Shopee,226.50,2026-01-11 23:30:43
prd_305f920b8836,Mercado Livre,963.57,2026-01-11 21:01:28
prd_305f920b8836,Amazon,935.50,2026-01-11 09:58:34
prd_305f920b8836,Magalu,916.79,2026-01-11 17:24:18
prd_305f920b8836,Shopee,888.72,2026-01-11 14:00:59
prd_289cf61bbd5e,Mercado Livre,92.46,2026-01-11 21:37:21
prd_289cf61bbd5e,Magalu,98.49,2026-01-11 12:31:31
prd_289cf61bbd5e,Shopee,95.47,2026-01-11 21:59:50
prd_a7c360e156c0,Mercado Livre,171.99,2026-01-11 16:36:46
prd_a7c360e156c0,Amazon,163.39,2026-01-11 19:01:33
prd_a7c360e156c0,Magalu,189.19,2026-01-11 11:46:42
prd_a7c360e156c0,Shopee,171.99,2026-01-11 22:56:59
prd_052f1c397fc6,Mercado Livre,65.65,2026-01-11 16:03:36
prd_052f1c397fc6,Magalu,61.63,2026-01-11 18:49:38
prd_052f1c397fc6,Shopee,61.63,2026-01-11 19:58:46
prd_e55f1f3ae9ad,Mercado Livre,71.90,2026-01-11 08:03:13
prd_e55f1f3ae9ad,Amazon,71.90,2026-01-11 12:29:27
prd_3e42ffcc8dd9,Mercado Livre,69.94,2026-01-11 20:43:15
prd_3e42ffcc8dd9,Amazon,64.50,2026-01-11 15:47:38
prd_3e42ffcc8dd9,Shopee,66.54,2026-01-11 15:00:54
prd_ae7b2acb6812,Mercado Livre,1020.19,2026-01-11 09:58:26
prd_ae7b2acb6812,Amazon,1108.90,2026-01-11 16:32:14
prd_ae7b2acb6812,Magalu,1086.72,2026-01-11 13:49:03
prd_ae7b2acb6812,Shopee,1175.43,2026-01-11 14:34:34
prd_84c0492c5dd9,Mercado Livre,125.40,2026-01-11 20:03:25
prd_84c0492c5dd9,Amazon,129.36,2026-01-11 15:05:10
prd_84c0492c5dd9,Magalu,135.96,2026-01-11 10:16:26
prd_84c0492c5dd9,Shopee,125.40,2026-01-11 16:47:56
prd_faf3fd1a4155,Mercado Livre,105.99,2026-01-11 22:52:44
prd_faf3fd1a4155,Amazon,102.90,2026-01-11 21:28:09
prd_faf3fd1a4155,Magalu,100.84,2026-01-11 21:11:23
prd_faf3fd1a4155,Shopee,102.90,2026-01-11 17:30:31
prd_694bd92302c1,Mercado Livre,92.90,2026-01-11 08:51:44
prd_694bd92302c1,Amazon,98.47,2026-01-11 13:29:49
prd_694bd92302c1,Shopee,92.90,2026-01-11 22:58:09
prd_6185cee255bc,Mercado Livre,118.69,2026-01-11 16:32:50
prd_6185cee255bc,Magalu,105.74,2026-01-11 11:16:07
prd_6185cee255bc,Shopee,107.90,2026-01-11 11:04:41
prd_2befc441dd56,Mercado Livre,228.99,2026-01-11 14:45:25
prd_2befc441dd56,Amazon,251.89,2026-01-11 11:24:19
prd_2befc441dd56,Shopee,228.99,2026-01-11 12:09:29
prd_3fb63c4ea3c2,Mercado Livre,181.49,2026-01-11 09:48:48
prd_3fb63c4ea3c2,Amazon,164.99,2026-01-11 16:23:43
prd_3fb63c4ea3c2,Magalu,164.99,2026-01-11 12:05:36
prd_40902505f7f1,Mercado Livre,456.23,2026-01-11 12:33:28
prd_40902505f7f1,Amazon,525.65,2026-01-11 18:31:55
prd_40902505f7f1,Magalu,510.78,2026-01-11 11:41:06
prd_40902505f7f1,Shopee,471.10,2026-01-11 19:18:14
prd_b2fdb7f36a3f,Amazon,50.34,2026-01-11 22:28:44
prd_b2fdb7f36a3f,Shopee,48.75,2026-01-11 17:04:05
prd_0347eab01a6c,Mercado Livre,575.92,2026-01-11 19:43:30
prd_0347eab01a6c,Amazon,594.70,2026-01-11 17:01:46
prd_0347eab01a6c,Magalu,594.70,2026-01-11 10:36:30
prd_0347eab01a6c,Shopee,575.92,2026-01-11 16:02:05
prd_89d76b194110,Mercado Livre,179.99,2026-01-11 18:23:57
prd_89d76b194110,Amazon,179.99,2026-01-11 13:43:44
prd_89d76b194110,Shopee,190.79,2026-01-11 11:20:38
prd_07ff67746d02,Amazon,310.65,2026-01-11 12:22:09
prd_07ff67746d02,Magalu,301.14,2026-01-11 17:42:41
prd_07ff67746d02,Shopee,326.50,2026-01-11 15:22:49
prd_90725b7ac0e8,Mercado Livre,83.73,2026-01-11 10:05:57
prd_90725b7ac0e8,Amazon,81.36,2026-01-11 16:55:28
prd_90725b7ac0e8,Magalu,78.99,2026-01-11 14:49:50
prd_90725b7ac0e8,Shopee,72.67,2026-01-11 18:49:58
prd_11bf1703f8e9,Mercado Livre,47.04,2026-01-11 12:51:50
prd_11bf1703f8e9,Amazon,48.00,2026-01-11 10:33:19
prd_11bf1703f8e9,Magalu,48.00,2026-01-11 17:17:37
prd_11bf1703f8e9,Shopee,45.60,2026-01-11 10:32:25
prd_1091c2cfe1e9,Mercado Livre,417.38,2026-01-11 18:16:16
prd_1091c2cfe1e9,Amazon,404.60,2026-01-11 18:13:11
prd_1091c2cfe1e9,Magalu,404.60,2026-01-11 13:47:37
prd_727f175116c6,Mercado Livre,67.73,2026-01-11 23:51:44
prd_727f175116c6,Magalu,65.82,2026-01-11 17:38:14
prd_727f175116c6,Shopee,63.90,2026-01-11 14:26:07
prd_06c19781c3db,Mercado Livre,95.86,2026-01-11 22:46:44
prd_06c19781c3db,Amazon,92.83,2026-01-11 19:56:48
prd_06c19781c3db,Magalu,98.88,2026-01-11 18:16:09
prd_2365af16d827,Mercado Livre,147.98,2026-01-11 19:21:54
prd_2365af16d827,Amazon,151.00,2026-01-11 11:58:50
prd_2365af16d827,Magalu,155.53,2026-01-11 15:54:48
prd_2365af16d827,Shopee,147.98,2026-01-11 17:28:19
prd_142839b15f63,Mercado Livre,102.48,2026-01-11 18:06:30
prd_142839b15f63,Magalu,97.51,2026-01-11 00:05:16
prd_142839b15f63,Shopee,97.51,2026-01-11 15:51:17
prd_76ede0cece8f,Mercado Livre,61.48,2026-01-11 20:27:28
prd_76ede0cece8f,Amazon,58.00,2026-01-11 18:37:34
prd_76ede0cece8f,Shopee,56.84,2026-01-11 14:16:56
prd_6442b103f637,Mercado Livre,317.89,2026-01-11 10:00:07
prd_6442b103f637,Magalu,317.89,2026-01-11 20:26:56
prd_6442b103f637,Shopee,293.90,2026-01-11 23:11:44
prd_e66747c9b59e,Mercado Livre,205.64,2026-01-11 09:16:24
prd_e66747c9b59e,Amazon,199.82,2026-01-11 09:53:17
prd_e66747c9b59e,Magalu,190.12,2026-01-11 22:38:15
prd_e66747c9b59e,Shopee,178.48,2026-01-11 12:58:56
prd_35a61bfe666d,Mercado Livre,53.19,2026-01-11 18:08:45
prd_35a61bfe666d,Shopee,54.87,2026-01-11 22:01:42
prd_d21486ad974a,Mercado Livre,301.35,2026-01-11 17:14:06
prd_d21486ad974a,Amazon,282.90,2026-01-11 10:15:15
prd_d21486ad974a,Magalu,325.95,2026-01-11 23:51:56
prd_d21486ad974a,Shopee,307.50,2026-01-11 19:34:26
prd_ff56c9132964,Mercado Livre,226.83,2026-01-11 13:26:12
prd_ff56c9132964,Amazon,213.99,2026-01-11 08:13:34
prd_ff56c9132964,Magalu,220.41,2026-01-11 22:34:48
prd_64000b956cf3,Mercado Livre,274.43,2026-01-11 13:22:39
prd_64000b956cf3,Amazon,253.72,2026-01-11 16:22:27
prd_64000b956cf3,Magalu,274.43,2026-01-11 08:10:40
prd_64000b956cf3,Shopee,274.43,2026-01-11 09:04:10
prd_380fab5d7131,Mercado Livre,151.47,2026-01-11 18:37:02
prd_380fab5d7131,Amazon,151.47,2026-01-11 23:24:37
prd_380fab5d7131,Magalu,151.47,2026-01-11 20:34:32
prd_b76e68fde5cb,Mercado Livre,448.74,2026-01-11 01:56:02
prd_b76e68fde5cb,Amazon,435.00,2026-01-11 09:53:43
prd_b76e68fde5cb,Magalu,471.64,2026-01-11 18:05:50
prd_d205de276c20,Mercado Livre,63.69,2026-01-11 08:13:55
prd_d205de276c20,Amazon,63.69,2026-01-11 17:08:50
prd_d205de276c20,Shopee,64.99,2026-01-11 13:34:44
prd_c9ce9d378723,Mercado Livre,46.09,2026-01-11 18:47:24
prd_c9ce9d378723,Amazon,39.80,2026-01-11 11:28:35
prd_c9ce9d378723,Magalu,41.90,2026-01-11 23:26:11
prd_c9ce9d378723,Shopee,43.16,2026-01-11 10:52:55
prd_28cd8ab86936,Amazon,221.48,2026-01-11 12:21:57
prd_28cd8ab86936,Magalu,232.78,2026-01-11 18:31:41
prd_28cd8ab86936,Shopee,221.48,2026-01-11 12:21:33
prd_f7ed5522d23e,Mercado Livre,230.75,2026-01-11 09:49:29
prd_f7ed5522d23e,Amazon,250.19,2026-01-11 20:35:22
prd_f7ed5522d23e,Magalu,230.75,2026-01-11 19:19:45
prd_f7ed5522d23e,Shopee,238.04,2026-01-11 20:21:21
prd_92c4758afec3,Amazon,319.38,2026-01-11 20:37:50
prd_92c4758afec3,Shopee,319.38,2026-01-11 08:06:26
prd_cc3053305ba7,Mercado Livre,616.90,2026-01-11 19:23:50
prd_cc3053305ba7,Amazon,604.56,2026-01-11 22:55:41
prd_cc3053305ba7,Magalu,567.55,2026-01-11 21:24:38
prd_93ed035b2e9e,Mercado Livre,114.65,2026-01-11 17:47:42
prd_93ed035b2e9e,Amazon,107.63,2026-01-11 09:39:54
prd_93ed035b2e9e,Magalu,116.99,2026-01-11 14:21:22
prd_5112469132ff,Mercado Livre,392.82,2026-01-11 11:57:10
prd_5112469132ff,Amazon,392.82,2026-01-11 21:10:26
prd_5112469132ff,Magalu,380.42,2026-01-11 10:13:03
prd_3805ad8d3d2c,Mercado Livre,136.99,2026-01-11 20:36:32
prd_3805ad8d3d2c,Amazon,153.37,2026-01-11 22:05:55
prd_3805ad8d3d2c,Magalu,148.90,2026-01-11 10:27:35
prd_3805ad8d3d2c,Shopee,148.90,2026-01-11 19:02:34
prd_ef0b5e05efef,Amazon,255.34,2026-01-11 11:17:53
prd_ef0b5e05efef,Magalu,242.94,2026-01-11 16:40:41
prd_ef0b5e05efef,Shopee,242.94,2026-01-11 19:20:59
prd_9d1aea4d28ae,Mercado Livre,1404.39,2026-01-11 17:29:44
prd_9d1aea4d28ae,Amazon,1298.40,2026-01-11 13:21:36
prd_9d1aea4d28ae,Magalu,1298.40,2026-01-11 23:57:21
prd_9d1aea4d28ae,Shopee,1364.65,2026-01-11 18:08:36
prd_295160cbf171,Mercado Livre,341.99,2026-01-11 10:56:56
prd_295160cbf171,Amazon,329.55,2026-01-11 09:39:22
prd_295160cbf171,Magalu,329.55,2026-01-11 10:09:51
prd_0aba258682b7,Amazon,66.70,2026-01-11 16:49:48
prd_0aba258682b7,Magalu,74.67,2026-01-11 08:39:40
prd_0aba258682b7,Shopee,74.67,2026-01-11 21:31:18
prd_803bcbb7ef84,Mercado Livre,121.54,2026-01-11 09:02:50
prd_803bcbb7ef84,Amazon,108.56,2026-01-11 17:29:12
prd_803bcbb7ef84,Magalu,121.54,2026-01-11 17:03:12
prd_803bcbb7ef84,Shopee,108.56,2026-01-11 20:46:59
prd_996db03524ae,Mercado Livre,127.62,2026-01-11 01:00:47
prd_996db03524ae,Amazon,123.90,2026-01-11 01:14:18
prd_996db03524ae,Magalu,127.62,2026-01-11 10:05:11
prd_996db03524ae,Shopee,127.62,2026-01-11 15:23:45
prd_ab011325c1be,Mercado Livre,29.43,2026-01-11 17:37:36
prd_ab011325c1be,Amazon,30.39,2026-01-11 22:38:58
prd_ab011325c1be,Magalu,31.35,2026-01-11 20:57:09
prd_ab011325c1be,Shopee,30.39,2026-01-11 08:50:07
prd_223c9b6a0a76,Mercado Livre,81.99,2026-01-11 23:16:51
prd_223c9b6a0a76,Amazon,81.99,2026-01-11 09:38:49
prd_223c9b6a0a76,Magalu,80.35,2026-01-11 11:27:34
prd_223c9b6a0a76,Shopee,77.89,2026-01-11 09:07:49
prd_899bd21840eb,Mercado Livre,55.11,2026-01-11 08:56:44
prd_899bd21840eb,Amazon,53.50,2026-01-11 00:05:18
prd_899bd21840eb,Magalu,53.50,2026-01-11 08:35:34
prd_899bd21840eb,Shopee,52.43,2026-01-11 18:19:51
prd_4e1abbd002eb,Mercado Livre,47.59,2026-01-11 19:43:36
prd_4e1abbd002eb,Amazon,44.00,2026-01-11 09:12:20
prd_4e1abbd002eb,Magalu,49.39,2026-01-11 20:06:28
prd_4e1abbd002eb,Shopee,49.39,2026-01-11 18:31:03
prd_3308eb4d2b62,Amazon,30.35,2026-01-11 15:58:30
prd_3308eb4d2b62,Shopee,34.97,2026-01-11 15:39:07
prd_9d7b9035daa0,Mercado Livre,203.41,2026-01-11 15:20:52
prd_9d7b9035daa0,Amazon,203.41,2026-01-11 20:01:48
prd_9d7b9035daa0,Magalu,188.06,2026-01-11 23:37:23
prd_ebb0865fc95d,Mercado Livre,172.47,2026-01-11 22:49:25
prd_ebb0865fc95d,Amazon,167.19,2026-01-11 17:48:45
prd_ebb0865fc95d,Magalu,181.27,2026-01-11 16:14:04
prd_ebb0865fc95d,Shopee,167.19,2026-01-11 11:01:53
prd_b4a823952be5,Mercado Livre,81.29,2026-01-11 15:05:41
prd_b4a823952be5,Amazon,78.33,2026-01-11 23:20:49
prd_b4a823952be5,Magalu,78.33,2026-01-11 23:12:48
prd_b4a823952be5,Shopee,72.42,2026-01-11 20:03:27
prd_4a5427b33a63,Mercado Livre,78.90,2026-01-11 10:25:58
prd_4a5427b33a63,Amazon,83.63,2026-01-11 14:38:15
prd_4a5427b33a63,Magalu,72.59,2026-01-11 20:44:29
prd_4a5427b33a63,Shopee,72.59,2026-01-11 21:33:52
prd_f6a0a3346af9,Mercado Livre,251.99,2026-01-11 15:17:41
prd_f6a0a3346af9,Amazon,282.12,2026-01-11 09:19:13
prd_f6a0a3346af9,Magalu,290.33,2026-01-11 18:18:18
prd_f6a0a3346af9,Shopee,273.90,2026-01-11 16:39:56
prd_5744e3f88341,Mercado Livre,192.90,2026-01-11 14:00:53
prd_5744e3f88341,Amazon,198.69,2026-01-11 17:58:34
prd_5744e3f88341,Magalu,189.04,2026-01-11 13:47:17
prd_728d12065bf5,Mercado Livre,473.00,2026-01-11 15:57:36
prd_728d12065bf5,Amazon,408.50,2026-01-11 23:33:55
prd_728d12065bf5,Magalu,421.40,2026-01-11 16:35:45
prd_728d12065bf5,Shopee,430.00,2026-01-11 16:09:15
prd_c90040774892,Mercado Livre,145.03,2026-01-11 18:16:28
prd_c90040774892,Amazon,152.43,2026-01-11 17:33:27
prd_c90040774892,Shopee,140.59,2026-01-11 13:49:05
prd_08611917c0ae,Mercado Livre,100.69,2026-01-11 10:22:56
prd_08611917c0ae,Amazon,105.99,2026-01-11 12:16:22
prd_08611917c0ae,Magalu,97.51,2026-01-11 10:16:51
prd_08611917c0ae,Shopee,109.17,2026-01-11 17:45:13
prd_df1e44c528e0,Amazon,189.13,2026-01-11 15:06:19
prd_df1e44c528e0,Magalu,192.99,2026-01-11 11:04:05
prd_df1e44c528e0,Shopee,189.13,2026-01-11 19:50:21
prd_face62224c50,Mercado Livre,19.50,2026-01-11 13:58:16
prd_face62224c50,Amazon,19.50,2026-01-11 12:24:32
prd_face62224c50,Magalu,19.50,2026-01-11 20:31:28
prd_face62224c50,Shopee,19.50,2026-01-11 12:12:18
prd_4219bde6f03a,Amazon,34.49,2026-01-11 17:17:21
prd_4219bde6f03a,Magalu,34.49,2026-01-11 13:50:27
prd_4219bde6f03a,Shopee,34.49,2026-01-11 08:54:05
prd_fcd221b5cb48,Mercado Livre,61.99,2026-01-11 23:09:31
prd_fcd221b5cb48,Amazon,61.99,2026-01-11 23:51:37
prd_fcd221b5cb48,Magalu,61.99,2026-01-11 12:44:06
prd_fcd221b5cb48,Shopee,61.99,2026-01-11 22:47:55
prd_39484d5e0b36,Mercado Livre,34.95,2026-01-11 14:14:34
prd_39484d5e0b36,Amazon,34.95,2026-01-11 19:37:20
prd_39484d5e0b36,Magalu,34.95,2026-01-11 15:50:37
prd_39484d5e0b36,Shopee,34.95,2026-01-11 08:26:43
prd_da5c2c38df2e,Amazon,15.95,2026-01-11 15:12:26
prd_da5c2c38df2e,Magalu,15.95,2026-01-11 19:15:17
prd_da5c2c38df2e,Shopee,15.95,2026-01-11 17:12:55
prd_f325ffd3f299,Mercado Livre,21.95,2026-01-11 18:02:00
prd_f325ffd3f299,Amazon,21.95,2026-01-11 11:59:36
prd_f325ffd3f299,Magalu,21.95,2026-01-11 17:56:45
prd_f325ffd3f299,Shopee,21.95,2026-01-11 21:16:18
prd_4327485950d4,Mercado Livre,52.95,2026-01-11 14:21:18
prd_4327485950d4,Amazon,52.95,2026-01-11 11:53:44
prd_4327485950d4,Magalu,52.95,2026-01-11 13:08:30
prd_4327485950d4,Shopee,52.95,2026-01-11 15:07:26
prd_d5b7bdafd562,Amazon,98.95,2026-01-11 00:41:28
prd_d5b7bdafd562,Magalu,98.95,2026-01-11 14:42:50
prd_d5b7bdafd562,Shopee,98.95,2026-01-11 20:14:20
prd_c4c05e57d1ff,Mercado Livre,47.95,2026-01-11 20:35:14
prd_c4c05e57d1ff,Amazon,47.95,2026-01-11 18:45:05
prd_c4c05e57d1ff,Magalu,47.95,2026-01-11 15:03:05
prd_c4c05e57d1ff,Shopee,47.95,2026-01-11 15:08:43
prd_1757e5a44e02,Mercado Livre,18.95,2026-01-11 14:21:28
prd_1757e5a44e02,Amazon,18.95,2026-01-11 09:02:54
prd_1757e5a44e02,Magalu,18.95,2026-01-11 01:35:18
prd_1757e5a44e02,Shopee,18.95,2026-01-11 21:11:40
prd_f4d216bbeb27,Mercado Livre,33.95,2026-01-11 16:20:45
prd_f4d216bbeb27,Amazon,33.95,2026-01-11 09:40:13
prd_f4d216bbeb27,Magalu,33.95,2026-01-11 18:45:22
prd_1317c4a1f775,Mercado Livre,225.95,2026-01-11 15:42:13
prd_1317c4a1f775,Amazon,225.95,2026-01-11 10:24:17
prd_1317c4a1f775,Magalu,225.95,2026-01-11 23:06:52
prd_1317c4a1f775,Shopee,225.95,2026-01-11 16:56:46
prd_c632a36ece80,Mercado Livre,32.45,2026-01-11 11:02:43
prd_c632a36ece80,Magalu,32.45,2026-01-11 14:59:00
prd_c632a36ece80,Shopee,32.45,2026-01-11 15:26:07
prd_d17f09896254,Mercado Livre,87.45,2026-01-11 21:16:24
prd_d17f09896254,Amazon,87.45,2026-01-11 08:37:54
prd_d17f09896254,Magalu,87.45,2026-01-11 11:23:51
prd_d17f09896254,Shopee,87.45,2026-01-11 21:55:58
prd_225ae25e0a4f,Mercado Livre,202.25,2026-01-11 23:45:11
prd_225ae25e0a4f,Amazon,202.25,2026-01-11 01:18:35
prd_225ae25e0a4f,Magalu,202.25,2026-01-11 23:29:00
prd_225ae25e0a4f,Shopee,202.25,2026-01-11 15:40:09
prd_f77140ad51ec,Mercado Livre,98.78,2026-01-11 08:10:05
prd_f77140ad51ec,Amazon,98.78,2026-01-11 15:35:10
prd_f77140ad51ec,Magalu,95.90,2026-01-11 15:39:26
prd_f77140ad51ec,Shopee,98.78,2026-01-11 11:23:58
prd_52514818b0b6,Mercado Livre,68.50,2026-01-11 01:29:04
prd_52514818b0b6,Amazon,72.00,2026-01-11 20:06:49
prd_52514818b0b6,Magalu,72.00,2026-01-11 11:00:53
prd_52514818b0b6,Shopee,66.41,2026-01-11 01:02:51
prd_533e5e22d86e,Mercado Livre,348.13,2026-01-11 11:58:45
prd_533e5e22d86e,Amazon,331.23,2026-01-11 20:10:02
prd_533e5e22d86e,Magalu,358.27,2026-01-11 19:36:56
prd_533e5e22d86e,Shopee,337.99,2026-01-11 16:43:44
prd_bc0258300d50,Mercado Livre,38.15,2026-01-11 13:55:26
prd_bc0258300d50,Amazon,37.07,2026-01-11 15:54:30
prd_bc0258300d50,Magalu,35.27,2026-01-11 13:25:20
prd_bc0258300d50,Shopee,37.07,2026-01-11 14:17:05
prd_c11c85a4804c,Mercado Livre,92.11,2026-01-11 18:37:17
prd_c11c85a4804c,Amazon,92.11,2026-01-11 08:12:19
prd_c11c85a4804c,Magalu,92.11,2026-01-11 09:27:11
prd_3cf08e85ad27,Mercado Livre,30.30,2026-01-11 11:42:57
prd_3cf08e85ad27,Amazon,29.35,2026-01-11 22:14:15
prd_3cf08e85ad27,Shopee,32.86,2026-01-11 01:48:49
prd_854644557483,Mercado Livre,59.71,2026-01-11 11:14:21
prd_854644557483,Amazon,63.60,2026-01-11 09:17:29
prd_854644557483,Magalu,61.66,2026-01-11 10:45:35
prd_854644557483,Shopee,66.85,2026-01-11 15:03:46
prd_6747a9118767,Mercado Livre,57.16,2026-01-11 22:46:59
prd_6747a9118767,Amazon,52.72,2026-01-11 09:31:27
prd_6747a9118767,Shopee,52.72,2026-01-11 17:44:25
prd_f35f1b6d73bf,Amazon,89.29,2026-01-11 16:31:43
prd_f35f1b6d73bf,Magalu,96.81,2026-01-11 15:02:14
prd_f35f1b6d73bf,Shopee,93.99,2026-01-11 19:00:34
prd_0c6ab223bfd4,Mercado Livre,81.79,2026-01-11 17:59:57
prd_0c6ab223bfd4,Amazon,94.23,2026-01-11 09:12:14
prd_0c6ab223bfd4,Magalu,87.12,2026-01-11 09:34:17
prd_0c6ab223bfd4,Shopee,87.12,2026-01-11 23:23:41
prd_fd706b862db2,Mercado Livre,573.29,2026-01-11 21:29:14
prd_fd706b862db2,Amazon,584.99,2026-01-11 21:48:59
prd_fd706b862db2,Magalu,620.09,2026-01-11 22:34:01
prd_fd706b862db2,Shopee,573.29,2026-01-11 13:54:45
prd_2cc016f9687b,Mercado Livre,195.90,2026-01-11 20:06:23
prd_2cc016f9687b,Amazon,189.91,2026-01-11 22:39:42
prd_2cc016f9687b,Magalu,205.90,2026-01-11 14:09:40
prd_2cc016f9687b,Shopee,195.90,2026-01-11 23:33:33
prd_9120195f0253,Mercado Livre,120.64,2026-01-11 20:33:35
prd_9120195f0253,Amazon,126.99,2026-01-11 11:39:58
prd_9120195f0253,Shopee,116.83,2026-01-11 16:43:13
prd_00f202452062,Mercado Livre,167.48,2026-01-11 08:38:32
prd_00f202452062,Amazon,176.03,2026-01-11 17:51:23
prd_00f202452062,Magalu,167.48,2026-01-11 20:21:00
prd_00f202452062,Shopee,176.03,2026-01-11 22:40:42
prd_5da705f2fce5,Mercado Livre,48.02,2026-01-11 17:31:26
prd_5da705f2fce5,Magalu,49.00,2026-01-11 18:15:09
prd_5da705f2fce5,Shopee,48.02,2026-01-11 15:14:33
